"rid","binaryID"
406,"1011010101111001011"
407,"10010000100100100010111"
408,"1001000010010000111101000100010"
409,"1001000010010000111101000100011"
410,"100001101111111"
411,"10010000100100001111010001000100"
412,"10010000100100001111010001000101"
413,"100100001001001000101001"
414,"101101011000"
415,"101101011001"
416,"101101010111001"
417,"10010000100100001111010010"
418,"10010000100100001111010011"
419,"100100001001000011110100010001000"
420,"100100001001000011110100010001001"
421,"1000010010000100100"
422,"1000010010000100101"
423,"1000010010000001111"
424,"10010000100100001111010001000110"
425,"10010000100100001111010001000111"
426,"100001001000000000011100000"
427,"100001001000000000011100001"
428,"10000100100000000001101001"
429,"100001001000000000011100011"
430,"10010000100100001111010001100"
431,"10010000100100001111010001101"
432,"10010000100100100000101100"
433,"10010000100100100000101101"
434,"101101011011"
435,"1001000010010000111101000100101"
436,"101101010111100111"
437,"100100001001001000101111"
438,"1011011111"
439,"1000010010000000000111000001"
440,"1001000010010010001010011"
441,"100001001000010000110000"
442,"100001001000010000110001"
443,"1000010010000000000111000110"
444,"1000010010000000000111000111"
445,"1011010110110"
446,"1011010110111"
447,"1001000010010000111101000100010001"
448,"100100001001001000001011001"
449,"1011010101111110"
450,"1011010101111111"
451,"10000100100000000001110001101"
452,"1000010010000000000111000010"
453,"1000010010000000000111000011"
454,"100001001000000000011100011010"
455,"100001001000000000011100011011"
456,"10000100100000000001110000010"
457,"10000100100000000001110000011"
458,"100100001001001000001011010"
459,"100100001001001000001011011"
460,"10110101101100"
461,"10110101101101"
462,"10010000100100001111010001000100011"
463,"1000010010000000000111000110100"
464,"1000010010000000000111000110101"
465,"10010000100100100000100110"
466,"10010000100100100000100111"
467,"101101011011001"
468,"100100001001000011110100100"
469,"100100001001000011110100101"
470,"100001001000000000011010011"
471,"1001000010010000111101001000"
472,"1001000010010000111101001001"
473,"1000010010000000000110100110"
474,"1000010010000000000110100111"
475,"10000100100000000001110001101001"
476,"100100001001000011110100010001010"
477,"100100001001000011110100010001011"
478,"10000100100000000001101001101"
479,"1001000010010010000010110011"
480,"10010000100100100000101100110"
481,"10010000100100100000101100111"
482,"100001001000000000011010011011"
483,"100100001001000011110100010001000111"
484,"100100001001001000001001101"
485,"10010000100100100000101110"
486,"10010000100100100000101111"
487,"100100001001001000001001111"
488,"1001000010010000111101000100010001110"
489,"1001000010010000111101000100010001111"
490,"1001000010010010000010011110"
491,"1001000010010010000010011111"
492,"10010000100100100000100111101"
493,"10000100100000000001101001111"
494,"10000100100000000001110001101011"
495,"100100001001001000001011001111"
496,"10010000100100001111010001000100011101"
497,"100100001001001000001001111011"
498,"1011010110110011"
499,"1001000010010010000010011110111"
500,"10010000100100001111010010011"
